Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,99999,All industries
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 1,AA,"Agriculture
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 3,AA11,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 4,AA111,Horticulture and Fruit Growing
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 3,AA12,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 4,AA121,"Sheep
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 3,AA13,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 4,AA131,Dairy Cattle Farming
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 3,AA14,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 4,AA141,"Poultry
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 3,AA21,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 4,AA211,Forestry and Logging
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA31,Fishing and Aquaculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 3,AA32,"Agriculture
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,BB,Mining
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 1,CC,Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC15,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 4,CC151,Beverage and Tobacco Product Manufacturing
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 3,CC21,"Textile
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC211,Textile and Leather Manufacturing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
2023,Level 4,CC212,"Clothing
